Agg Node,State,Hours,Bandwidth (Mbps),98th-%ile Payload (Mbps),*Spurious Capacity Provided,Total BW Limited Hours,BW Limited Days,Total Statistical Clipping Hours,Statistical Clipping Days,Likely Also RAN Limited,Congestion Model Fit,Model Congestion of Interest,Rank,Node ,Unknown
MMLW0X1,QLD,531,123,35.49,,0,0,15,3,No,Good,Moderate,1155,MMLWFM0,0.006686538
SIUH0X1,QLD,549,257,13.07,,0,0,15,4,No,Moderate,Moderate,1156,SIUHFM1,0.006669681
QSDF,WA,547,,2.21,,0,0,16,4,No,Moderate,Moderate,1157,QSDFFC0,0.006669017
CZ6N0T1,QLD,566,9997,597.94,,0,0,35,13,Yes,Moderate,Moderate,1158,MNUDCM1,0.006663204
DLNH0X1,NSW,534,39,19.19,,0,0,13,3,No,Poor,Moderate,1159,DLNHES0,0.006662215
MRIT0X1,SA,553,165,76.02,,0,0,17,5,No,Good,Moderate,1160,MRITEM1,0.00666212
BWQI,NSW,533,,3.97,,0,0,14,3,No,Poor,Moderate,1161,BWQIFU0,0.006661087
KLSX0T1,NSW,564,9997,327.11,,0,0,25,7,No,Good,Moderate,1162,KLSXCM1,0.006659918
PRQZ0T1,QLD,549,207,198.8,,23,5,108,21,Yes,Good,Moderate,1163,PRQZEM1,0.00665256
CJIU,QLD,577,,1.48,,0,0,13,4,No,Poor,Moderate,1164,CJIUFU0,0.006651983
SQIL0X1,QLD,528,1000,191.33,,0,0,20,6,No,Poor,Moderate,1165,SQILAM1,0.006650828
RPFO0X1,WA,530,123,47.84,,0,0,14,3,No,Poor,Moderate,1166,RPFOFM0,0.006640812
BSJBBX1,NSW,536,1000,106.5,,0,0,18,4,No,Good,Moderate,1167,BSJBAM1,0.006630179
NHCQ0T1,QLD,569,9997,246.88,,0,0,15,4,No,Good,Moderate,1168,NHCQCM1,0.006624624
JEXN0X1,WA,530,39,35.93,,6,1,20,4,No,Moderate,Moderate,1169,JEXNFM1,0.006624154
YBBX0T1,QLD,563,10000,293.92,,0,0,21,7,No,Good,Moderate,1170,YBBXCM1,0.006623818
GRPD0T1,WA,567,10000,192.02,,0,0,29,8,No,Good,Moderate,1171,GRPDCM1,0.006622273
CMQM0X1,QLD,549,81,65.58,,0,0,60,15,Yes,Good,Moderate,1172,CMQMFM1,0.006616547
HOAC0X1,QLD,530,249,122.03,,0,0,44,11,No,Good,Moderate,1173,HOACAM1,0.006611993
NBQG0X1,VIC,539,123,27.15,,0,0,19,5,No,Moderate,Moderate,1174,NBQGFM1,0.006610955
KUPK0T1,QLD,556,10000,165.14,,0,0,16,4,No,Good,Moderate,1175,KUPKCM1,0.006607349
SEDO0X1,VIC,539,81,38.26,,0,0,18,6,No,Moderate,Moderate,1176,SEDOFM0,0.006607013
WJRX0X1,NSW,554,39,34.63,,0,0,18,3,No,Moderate,Moderate,1177,WJRXFM0,0.006602174
WLML0X1,NSW,550,123,79.05,,0,0,20,5,No,Moderate,Moderate,1178,WLMLFM1,0.006594022
TIBD0T1,VIC,564,250,166.26,,0,0,18,4,No,Good,Moderate,1179,TIBDCM1,0.006589085
CVHD0X1,NSW,549,123,122.61,,59,16,62,16,No,Moderate,Moderate,1180,CVHDEM1,0.006585392
RAVS0X1,QLD,550,165,164.14,,102,20,110,20,Yes,Moderate,Moderate,1181,RAVSEM1,0.006583309
SJNX0X1,QLD,531,39,15.56,,0,0,13,4,No,Poor,Moderate,1182,SJNXAU0,0.006570384
UNHH0X1,VIC,539,81,69.32,,4,1,18,4,No,Good,Moderate,1183,UNHHEM1,0.006569794
MVIG0T1,NSW,564,9990,159.5,,0,0,23,6,No,Moderate,Moderate,1184,MVIGCM1,0.006566394
YECQ0T1,VIC,564,10000,96.01,,0,0,25,7,No,Good,Moderate,1185,YECQCM1,0.006559401
RENAOW0001,SA,547,26,20.48,,0,0,21,5,No,Moderate,Moderate,1186,NAOWFM1,0.006553035
RLIDBX1,WA,530,1000,106.04,,0,0,22,6,No,Good,Moderate,1187,RLIDEM1,0.006544635
MLKJ0X1,NSW,552,123,68.07,,0,0,32,8,No,Moderate,Moderate,1188,MLKJFM0,0.006543298
STCM0T1,SA,565,10000,111.45,,0,0,18,4,No,Good,Moderate,1189,STCMCM1,0.00654317
MKQD0X1,VIC,551,165,85.7,,0,0,26,6,Yes,Good,Moderate,1190,MKQDFM1,0.006542969
AWTV0X1,QLD,549,39,39.2,,390,25,386,25,No,Good,Moderate,1191,AWTVFM1,0.006542683
BYRG0X2,NSW,547,1000,86.14,,0,0,18,5,No,Moderate,Moderate,1192,BYRGBM1,0.006542114
TCIU0X1,VIC,540,39,36.09,,4,2,20,5,No,Poor,Moderate,1193,TCIUFM0,0.006539538
UPCI0X1,WA,551,123,69.17,,0,0,23,5,No,Poor,Moderate,1194,UPCIFM1,0.006537712
BVGD0X1,WA,529,77,75.73,,41,10,56,14,No,Moderate,Moderate,1195,BVGDEM1,0.006531598
GOVL0X1,NSW,555,39,38.76,,57,9,64,10,No,Good,Moderate,1196,GOVLFM1,0.006529359
CMNP0T1,SA,565,497,157.8,,0,0,14,4,No,Good,Moderate,1197,CMNPCM1,0.006524713
DBKD0T1,WA,531,10000,195.84,,0,0,25,6,No,Good,Moderate,1198,DBKDEM1,0.006520801
MJFS0T1,VIC,564,9997,332.27,,0,0,26,7,Yes,Good,Moderate,1199,MJFSCM1,0.006516885
SIGC0T1,NSW,564,10000,147.3,,0,0,30,7,No,Moderate,Moderate,1200,SIGCCM1,0.006516262
MJQR0X1,NSW,556,39,38.2,,33,8,43,9,No,Moderate,Moderate,1201,MJQRFM0,0.00651349
FM3A0T2,VIC,564,9990,94.14,,0,0,15,4,No,Moderate,Moderate,1202,FGRDCM2,0.006505457
RLBY0T1,QLD,566,10000,40.04,,0,0,27,7,No,Moderate,Moderate,1203,RLBYCM1,0.006503631
MJVM0X1,QLD,547,257,177.49,,0,0,18,4,No,Good,Moderate,1204,MJVMEM1,0.006499988
DRLD0X1,VIC,552,39,38.91,,61,13,62,13,No,Poor,Moderate,1205,DRLDFM1,0.006492177
AOWE0X1,WA,531,77,76.84,,373,25,375,25,No,Good,Moderate,1206,AOWEEM1,0.006489586
TNEDHX2,WA,529,1000,27.55,,0,0,17,4,No,Poor,Moderate,1207,HNUDFU0,0.006486542
WDUM0X1,QLD,553,39,37.71,,23,6,62,13,No,Good,Moderate,1208,WDUMFM1,0.006481435
CJCV0T1,VIC,564,10000,78.39,,0,0,19,6,No,Moderate,Moderate,1209,CJCVCM1,0.006479245
CGDD0T1,WA,567,9990,204.11,,0,0,27,6,No,Good,Moderate,1210,CGDDCM1,0.006476311
DLXD0T1,WA,567,500,139.93,,0,0,18,5,No,Moderate,Moderate,1211,DLXDVM1,0.00647461
MX2J0T1,QLD,566,9990,510.75,,0,0,27,9,No,Good,Moderate,1212,VARMCM1,0.006474297
OX1A0T1,QLD,566,9990,1507.59,,0,0,24,5,No,Good,Moderate,1213,CMUGCM1,0.006470924
DBYGBT1,WA,538,257,8.03,,0,0,14,4,No,Good,Moderate,1214,DBYGFM1,0.006470884
BIKX0X1,VIC,552,39,33.48,,0,0,17,6,No,Good,Moderate,1215,BIKXFM1,0.006469856
SCOV0T1,QLD,566,10000,249.73,,0,0,19,6,No,Good,Moderate,1216,SCOVCM1,0.006469757
LBEZ0X1,VIC,553,81,47.9,,0,0,19,5,No,Good,Moderate,1217,LBEZFM1,0.006466172
CKVP0T1,WA,567,249,61.68,,0,0,15,4,No,Poor,Moderate,1218,CKVPFM1,0.006462357
RELBSE0001,NSW,573,26,24.63,,9,2,171,18,No,Good,Moderate,1219,LBSEFM2,0.00645714
BQPX0X1,WA,550,39,27.91,,1,0,20,5,No,Poor,Moderate,1220,BQPXFM0,0.006456813
BKJR0T1,NSW,564,9990,287.54,,0,0,21,6,No,Good,Moderate,1221,BKJRCM1,0.006454961
CTAF0T1,QLD,566,10000,183.2,,0,0,24,6,No,Good,Moderate,1222,CTAFCM1,0.00645143
OUSG0T1,TAS,564,77,55.25,,0,0,19,4,No,Good,Moderate,1223,OUSGFM1,0.006445734
AEGD0X1,WA,530,127,15.91,,0,0,15,4,No,Poor,Moderate,1224,AEGDEM1,0.006438552
NGVW0T1,QLD,566,990,54.18,,0,0,23,7,No,Good,Moderate,1225,NGVWFM1,0.006434889
ABHQ0T1,NSW,564,10000,24.53,,0,0,19,3,No,Poor,Moderate,1226,ABHQCM1,0.006432979
WHAA0X1,NSW,538,123,123.11,,145,23,144,23,No,Good,Moderate,1227,WHAAEM1,0.006427408
CUFN0X1,QLD,528,1000,483.97,,0,0,17,5,Yes,Good,Moderate,1228,CUFNAM1,0.006427235
WOIA0X1,QLD,551,123,81.25,,0,0,58,12,Yes,Poor,Moderate,1229,WOIAFM0,0.006426553
RYPF0X1,NSW,555,39,37.77,,26,7,38,12,No,Good,Moderate,1230,RYPFFM0,0.00641833
CYKY0T1,WA,564,165,11.59,,0,0,17,4,No,Moderate,Moderate,1231,CYKYFM1,0.006417549
INOU0X1,NSW,537,123,77.86,,0,0,24,7,No,Moderate,Moderate,1232,INOUFM1,0.006412327
CWYY0T1,VIC,564,497,208.96,,0,0,17,3,No,Good,Moderate,1233,CWYYCM1,0.006408151
RPVO,NSW,564,,9.71,,0,0,17,6,No,Poor,Moderate,1234,RPVOFU0,0.006406427
BJCM0X1,VIC,552,39,25.03,,1,0,18,5,No,Poor,Moderate,1235,BJCMFM0,0.006404378
LIQQ0T1,VIC,516,39,9.61,,0,0,15,3,No,Poor,Moderate,1236,LIQQFU0,0.006402899
PTAS0X1,TAS,535,165,165.2,,139,21,138,21,Yes,Good,Moderate,1237,PTASEM1,0.006399363
WMMY0X1,NSW,549,81,21.05,,0,0,14,4,No,Poor,Moderate,1238,WMMYFU0,0.006397626
SCED0X1,TAS,555,123,122.72,,72,20,75,20,No,Good,Moderate,1239,SCEDEM1,0.006386628
MHXG0X1,TAS,550,123,123.22,,343,25,343,25,No,Good,Moderate,1240,MHXGAM1,0.006386576
PUSP0T1,VIC,564,81,27.04,,0,0,16,3,No,Moderate,Moderate,1241,PUSPFM0,0.006383468
ZHDTBX1,WA,598,1000,43.62,,0,0,13,3,No,Moderate,Moderate,1242,ZHDTEM1,0.006380284
ENPK0X1,QLD,528,1000,41.45,,0,0,17,5,No,Moderate,Moderate,1243,CGQAFU0,0.006380191
REBIXD0001,WA,586,26,21.87,,1,0,37,10,No,Moderate,Moderate,1244,BIXDFM1,0.006379607
NSEW0T1,NSW,564,9990,74.34,,0,0,15,5,No,Moderate,Moderate,1245,NSEWCM1,0.006377148
LPOX0X1,VIC,538,123,122.95,,286,25,288,25,Yes,Good,Moderate,1246,LPOXEM1,0.006373485
MNUL0X1,QLD,528,81,23.27,,0,0,15,4,No,Moderate,Moderate,1247,MNULFM0,0.006373395
HIRP0T1,SA,565,10000,143.78,,0,0,15,4,No,Moderate,Moderate,1248,HIRPCM1,0.006366921
LDRM0T1,QLD,566,123,36.04,,0,0,13,4,No,Moderate,Moderate,1249,LDRMFM0,0.006360166
BJGG0X1,NSW,547,39,38.12,,23,8,32,10,No,Good,Moderate,1250,BJGGFM1,0.006360047
WT6B0T1,QLD,566,9990,2414.24,,0,0,41,9,Yes,Good,Moderate,1251,KSOFCM1,0.006353127
CJTX0T1,NSW,572,9997,161.04,,0,0,20,6,No,Good,Moderate,1252,CJTXCM1,0.006352514
NAHD0X1,VIC,556,123,122.75,,62,14,64,14,No,Good,Moderate,1253,NAHDEM1,0.006348674
HPKQ0X1,QLD,525,1000,28.64,,0,0,15,4,No,Moderate,Moderate,1254,HPKQFU0,0.006345552
BIWO0X1,SA,553,123,107.94,,0,0,20,6,No,Moderate,Moderate,1255,BIWOEM1,0.006340934
CVYU0T1,NT,563,10000,191.24,,0,0,25,6,No,Good,Moderate,1256,CVYUVM1,0.006340676
DTRD0T1,TAS,564,10000,102.52,,0,0,19,5,No,Good,Moderate,1257,DTRDCM1,0.006322818
KLPD0T1,NSW,564,250,135.76,,0,0,24,7,No,Good,Moderate,1258,KLPDAM1,0.006316982
HZLR0X1,VIC,552,39,38.12,,24,7,35,8,No,Moderate,Moderate,1259,HZLRFM1,0.00630786
WKVW0X1,SA,531,990,5.6,,0,0,15,3,No,Poor,Moderate,1260,CXKHFU3,0.006305414
TDNU,NSW,531,,12.44,,0,0,12,5,No,Poor,Moderate,1261,TDNUFU0,0.006301976
DTBD0T1,VIC,564,10000,321.71,,0,0,37,9,No,Good,Moderate,1262,DTBDCM1,0.006299514
NADR0T1,NSW,564,10000,168.47,,0,0,17,4,No,Good,Moderate,1263,NADRCM1,0.00629935
ACWX0X1,NSW,548,990,105.66,,0,0,16,3,No,Moderate,Moderate,1264,AVXNFU0,0.006297692
JAUV0X1,WA,530,39,14.61,,0,0,14,3,No,Moderate,Moderate,1265,JAUVFM1,0.006292296
WXPD0X1,VIC,543,1000,71.17,,0,0,16,6,No,Good,Moderate,1266,WXPDEM1,0.006275414
JBAT0T2,QLD,564,9990,89.08,,0,0,19,5,No,Good,Moderate,1267,JBATEM1,0.006274869
EIRT,QLD,573,,2.98,,0,0,17,5,No,Poor,Moderate,1268,EIRTFU0,0.006268928
MKQZ0X1,SA,533,81,23.81,,0,0,15,4,No,Poor,Moderate,1269,MKQZFU0,0.006266832
SXWY,NT,533,,7.45,,0,0,17,4,No,Poor,Moderate,1270,SXWYFU0,0.006261068
SKWD0X1,QLD,527,123,80.54,,0,0,22,7,No,Moderate,Moderate,1271,SKWDEM2,0.006251503
CEST0X1,SA,531,1000,29.66,,0,0,19,3,No,Moderate,Moderate,1272,CESTFM1,0.006248689
SXKD0X1,WA,529,123,8.63,,0,0,13,3,No,Poor,Moderate,1273,SXKDFM0,0.006247792
WKCB0X1,SA,532,123,121.51,,48,13,61,15,No,Good,Moderate,1274,WKCBEM1,0.006240619
INXM0T1,VIC,564,500,137.54,,0,0,19,4,No,Good,Moderate,1275,INXMCM1,0.006234832
SQOQ0T1,NSW,564,10000,19.6,,0,0,14,3,No,Good,Moderate,1276,SQOQABA,0.006229405
DRRG0T1,NSW,564,10000,148.3,,0,0,14,3,No,Poor,Moderate,1277,DRRGCM1,0.006227115
CJQR0X1,NSW,533,39,29.95,,0,0,13,4,No,Poor,Moderate,1278,CJQRFU0,0.006223689
ASKR0T1,WA,567,77,37.49,,0,0,14,5,No,Good,Moderate,1279,ASKRFM1,0.006220849
MDJL0X1,NSW,553,123,61.02,,0,0,22,5,No,Moderate,Moderate,1280,MDJLFM1,0.006213253
GYLX,QLD,577,,18.87,,0,0,17,6,No,Poor,Moderate,1281,GYLXFU0,0.006211103
GUUOBX1,NSW,551,1000,55.37,,0,0,15,3,No,Moderate,Moderate,1282,GUUOEM1,0.006210012
FIRP0X1,SA,531,1000,142.05,,0,0,22,7,No,Good,Moderate,1283,FIRPCM1,0.006203085
PAAPCX1,NT,528,1000,181.73,,0,0,29,10,No,Good,Moderate,1284,PAAPEM1,0.006191971
LETW0X1,NSW,537,77,77.14,,340,24,336,24,Yes,Good,Moderate,1285,LETWFM1,0.00619003
WKLT0X1,SA,532,81,30.89,,0,0,17,4,No,Good,Moderate,1286,WKLTEM1,0.006178019
RSLD0X1,NSW,554,990,30.32,,0,0,17,5,No,Moderate,Moderate,1287,LIIVFU0,0.006171477
TGXD0X1,VIC,542,123,111.39,,2,1,43,12,No,Moderate,Moderate,1288,TGXDFM1,0.00616969
LKBB0X1,VIC,535,207,25.7,,0,0,16,3,No,Poor,Moderate,1289,LKBBFM0,0.00616494
KLCD0T1,VIC,564,10000,53.21,,0,0,23,6,No,Good,Moderate,1290,KLCDCM1,0.006164426
IONO0X1,QLD,551,39,21.45,,1,0,14,2,No,Poor,Moderate,1291,IONOEU0,0.006162601
WHRT0X1,SA,532,1000,315.06,,0,0,29,10,No,Good,Moderate,1292,WHRTAM1,0.006158959
BIID0X1,WA,551,123,48.47,,0,0,18,5,No,Moderate,Moderate,1293,BIIDFM1,0.006151926
REBK0T1,QLD,577,10000,337.49,,0,0,24,6,No,Good,Moderate,1294,REBKCM1,0.006150906
MJOL0X1,WA,530,81,52.02,,0,0,24,5,No,Poor,Moderate,1295,MJOLFM0,0.006141465
SQRS0X1,NSW,538,123,91.51,,0,0,42,8,Yes,Moderate,Moderate,1296,SQRSFM1,0.006140684
MJAD0X1,VIC,537,1000,103.26,,0,0,29,10,Yes,Good,Moderate,1297,MJADFM1,0.006139935
TSJS0X1,SA,533,39,13.3,,0,0,15,5,No,Poor,Moderate,1298,TSJSEU0,0.006139347
SIJK0X1,VIC,489,127,17.29,,0,0,14,4,No,Moderate,Moderate,1299,SIJKFM1,0.006138541
NPJE0T1,WA,567,10000,215.62,,0,0,26,8,No,Good,Moderate,1300,NPJEAM1,0.006134565
CNBA0T1,QLD,566,9990,128.08,,0,0,22,7,No,Poor,Moderate,1301,CNBACM1,0.006130419
KBWF0X1,WA,529,39,31.1,,0,0,18,4,No,Poor,Moderate,1302,KBWFFM1,0.00613032
CZ6A0T1,QLD,566,9997,1441.7,,0,0,39,14,No,Good,Moderate,1303,CCTUCM1,0.006128434
PLAD0X1,QLD,531,517,331.22,,0,0,48,8,Yes,Moderate,Moderate,1304,PLADEM1,0.006126797
CXAD0T1,WA,567,257,14.77,,0,0,17,4,No,Poor,Moderate,1305,CXADFM0,0.006126607
EGWC0X1,NSW,553,249,85.6,,0,0,37,10,Yes,Good,Moderate,1306,EGWCFM0,0.006126553
TUHH0X1,NSW,537,165,165.05,,346,24,346,24,No,Good,Moderate,1307,TUHHEM1,0.006122335
MTDD0X1,TAS,553,1000,139.09,,0,0,49,9,No,Good,Moderate,1308,MTDDFM3,0.006117059
CUFF0T1,SA,565,123,88.17,,0,0,19,5,No,Moderate,Moderate,1309,CUFFEM1,0.006115807
MJJJCX1,NT,531,1000,68.63,,0,0,18,4,No,Moderate,Moderate,1310,MJJJEM1,0.006115608
CWUU0X1,VIC,551,77,12.31,,0,0,14,4,No,Poor,Moderate,1311,CWUUFM1,0.006093743
MVKX0X1,WA,532,39,39,,24,3,24,3,No,Good,Moderate,1312,MVKXFM1,0.006090785
BJYE0T1,QLD,566,9990,569.78,,0,0,30,7,Yes,Good,Moderate,1313,ANWMAM1,0.006077846
MCCF0X1,SA,531,123,19.04,,0,0,11,4,No,Poor,Moderate,1314,MKKXFU0,0.006076758
CLJR0X1,QLD,528,77,37.97,,0,0,20,5,No,Poor,Moderate,1315,CLJRFM0,0.006075551
LDLG0X1,NSW,525,81,68.99,,0,0,21,7,No,Moderate,Moderate,1316,LDLGFM1,0.006069503
GBGW0T1,NSW,564,9997,239.62,,0,0,20,5,No,Moderate,Moderate,1317,GBGWCM1,0.006069052
BBXL0T1,NSW,564,9990,279.64,,0,0,17,4,No,Good,Moderate,1318,BBXLCM2,0.006063033
NNLW0T1,QLD,566,10000,330.05,,0,0,26,6,No,Good,Moderate,1319,NNLWCM1,0.006059191
WWDD0T1,VIC,564,9997,77.19,,0,0,16,3,No,Good,Moderate,1320,WWDDCM1,0.006058263
LCFD0X1,VIC,537,123,80.26,,0,0,25,8,Yes,Moderate,Moderate,1321,LCFDFM1,0.006056652
CCKT0T1,SA,578,10000,108.32,,0,0,21,5,No,Moderate,Moderate,1322,CCKTCM1,0.006053968
IWOD0X1,WA,552,1000,19.54,,0,0,16,2,No,Poor,Moderate,1323,BJDWFU0,0.006046263
YAWI0X1,SA,555,123,21.27,,0,0,15,4,No,Poor,Moderate,1324,YAWIFM0,0.006036343
SDPTCX1,QLD,527,249,169.26,,0,0,41,10,Yes,Good,Moderate,1325,SDPTEM1,0.006034778
RESVFC0001,TAS,531,15,12.5,,0,0,15,4,No,Poor,Moderate,1326,SVFCFU0,0.006026534
MWFG0X1,QLD,529,81,18.8,,0,0,18,4,No,Good,Moderate,1327,MWFGFU0,0.006025566
CYKP0X1,WA,530,123,52.89,,0,0,17,3,No,Moderate,Moderate,1328,CYKPFM1,0.006013603
CZ6J0T2,QLD,566,9997,760,,0,0,36,8,No,Moderate,Moderate,1329,WFLQCM1,0.006010483
WG6L0T1,NSW,578,9997,490.14,,0,0,25,8,Yes,Good,Moderate,1330,BFTICM2,0.00600301
GZ1S0T2,QLD,566,9997,836.77,,0,0,24,7,No,Good,Moderate,1331,MLUSCM1,0.006002226
ONTR0T1,SA,569,10000,75.51,,0,0,22,7,No,Poor,Moderate,1332,ONTRCM1,0.006000703
RNGL0X1,SA,533,39,29.5,,2,0,17,5,No,Moderate,Moderate,1333,RNGLFM1,0.005999692
KRRE0T1,NT,565,10000,203.26,,0,0,16,4,No,Good,Moderate,1334,KRREVM1,0.005997214
HBPE0T1,VIC,564,10000,105.36,,0,0,24,7,No,Good,Moderate,1335,HBPECM1,0.005996967
NWZGBL1,TAS,552,81,43.33,,0,0,21,7,No,Good,Moderate,1336,NWZGEB4,0.005983313
URGQ0X1,NSW,552,81,43.23,,0,0,31,7,Yes,Moderate,Moderate,1337,URGQFU0,0.005975203
BJUM0T2,QLD,566,10000,17.06,,0,0,13,2,No,Moderate,Moderate,1338,BJUMVM1,0.005964512
DBNF0X1,WA,531,81,71.14,,1,0,28,6,No,Good,Moderate,1339,DBNFEM1,0.005962041
PCZT0T1,NT,565,10000,406.58,,0,0,26,9,No,Good,Moderate,1340,PCZTVM1,0.005959902
GBIK0T1,QLD,539,10000,139.32,,0,0,21,7,No,Good,Moderate,1341,GBIKVM1,0.00594785
MEUU0T1,NSW,564,123,108.53,,0,0,50,17,Yes,Good,Moderate,1342,MEUUFM1,0.005945443
SVFR0X1,TAS,554,81,78.67,,28,8,43,14,No,Moderate,Moderate,1343,SVFREM1,0.005944601
WJCS0T1,NSW,564,10000,165.68,,0,0,22,4,No,Good,Moderate,1344,WJCSCM1,0.005941529
MZ7N0T2,QLD,566,9997,202.49,,0,0,13,4,No,Good,Moderate,1345,RLVWCM1,0.005940187
CTZH0T1,NSW,564,81,76.25,,11,2,26,6,No,Moderate,Moderate,1346,CTZHFM1,0.005939691
EDLS0T1,QLD,566,9990,368.05,,0,0,15,2,No,Good,Moderate,1347,EDLSCM1,0.005937276
BGYC0X1,NSW,548,990,13.46,,0,0,15,3,No,Poor,Moderate,1348,KPCTFU0,0.00593518
ULCN0T1,TAS,564,10000,393.09,,0,0,26,10,No,Good,Moderate,1349,ULCNCM1,0.005930916
SQCJ0T1,TAS,575,10000,240.97,,0,0,33,12,No,Moderate,Moderate,1350,SQCJCM2,0.005927368
BEKZ0X2,NSW,534,123,19.75,,0,0,20,6,No,Poor,Moderate,1351,BEKZFM4,0.005919157
HAGY0X1,TAS,552,1000,79.07,,0,0,21,4,Yes,Moderate,Moderate,1352,HAGYFM1,0.005917753
EUDN0X1,SA,530,123,95.5,,0,0,29,11,No,Moderate,Moderate,1353,EUDNFM1,0.005911525
JGNG0X1,NSW,548,39,39,,83,18,83,18,No,Good,Moderate,1354,JGNGFU0,0.005909214
MY2J0T1,QLD,566,9990,447.95,,0,0,27,8,No,Moderate,Moderate,1355,BOGOCM3,0.005907316
MUVO0X1,NSW,553,1000,67.51,,0,0,26,6,No,Good,Moderate,1356,MUVOFM1,0.005905561
WJEX0X1,NSW,551,990,35.27,,0,0,17,3,No,Moderate,Moderate,1357,BSSCFU0,0.0059017
EAZY0T1,SA,565,9990,199.19,,0,0,31,9,No,Good,Moderate,1358,EAZYCM1,0.005900539
BVMZ0X1,WA,531,39,22.26,,0,0,17,4,No,Good,Moderate,1359,BVMZFM0,0.005899145
BYKL0X1,NSW,551,39,14.79,,0,0,15,3,No,Poor,Moderate,1360,BYKLFU0,0.005896881
SFDD0T1,VIC,564,9990,225.24,,0,0,33,10,No,Good,Moderate,1361,SFDDCM1,0.005895863
WJHB0X1,WA,552,39,38.99,,181,16,181,16,No,Good,Moderate,1362,WJHBFM0,0.005894658
BSJD0X1,VIC,553,81,31.59,,0,0,20,5,No,Moderate,Moderate,1363,BSJDFM0,0.005890707
BLNT0T1,NSW,564,10000,391,,0,0,25,7,No,Good,Moderate,1364,BLNTCM1,0.005887165
PWAT0T1,QLD,566,10000,118.44,,0,0,22,6,No,Good,Moderate,1365,PWATCM1,0.005885663
MKUO0X1,WA,552,81,24.61,,0,0,13,2,No,Poor,Moderate,1366,MKUOFM1,0.005883895
BOMDEX2,WA,531,1000,413.58,,0,0,27,8,Yes,Moderate,Moderate,1367,BOMDAM1,0.005882095
AWBE0T1,NSW,564,10000,43.87,,0,0,14,4,No,Poor,Moderate,1368,AWBECM1,0.005874755
PUMY,WA,575,,19.49,,0,0,35,13,No,Poor,Moderate,1369,PUMYFU0,0.005873335
HEUVBX1,VIC,570,1000,64.86,,0,0,22,4,No,Moderate,Moderate,1370,HEUVEM1,0.005872492
KIYK,NSW,564,,7.44,,0,0,17,5,No,Poor,Moderate,1371,KIYKFU0,0.005865606
DUCN0X1,WA,530,1000,65.48,,0,0,27,4,No,Good,Moderate,1372,DUCNFM1,0.005862785
POQE0T1,NSW,564,10000,126.7,,0,0,17,4,No,Good,Moderate,1373,POQECM1,0.005850439
WTND0X1,WA,552,1000,258.41,,0,0,14,4,No,Good,Moderate,1374,WTNDCM1,0.005843713
DLRN0X1,NT,531,123,26.93,,0,0,12,3,No,Poor,Moderate,1375,DLRNFM1,0.005841368
MRCL0T1,QLD,555,10000,330.62,,0,0,35,8,No,Good,Moderate,1376,MRCLCM1,0.005839389
KRBL0X1,VIC,559,165,164.9,,163,24,165,24,No,Good,Moderate,1377,KRBLEM1,0.005832865
PFSG0T1,NSW,564,10000,131.38,,0,0,16,4,No,Good,Moderate,1378,PFSGCM1,0.005832834
WNKH0X1,SA,555,81,22.45,,0,0,15,5,No,Poor,Moderate,1379,WNKHFM1,0.005831135
RKSP0T1,NSW,564,77,36.04,,0,0,16,3,No,Poor,Moderate,1380,RKSPFM0,0.005826657
LMQG0X1,NSW,557,257,180.06,,0,0,17,5,No,Good,Moderate,1381,LMQGAM1,0.005826497
GPBD0X1,VIC,553,81,63.13,,0,0,26,6,No,Moderate,Moderate,1382,GPBDFM1,0.005824557
MPHG0X1,NSW,555,123,99.08,,0,0,29,6,No,Moderate,Moderate,1383,MPHGFM1,0.005824384
WNLX0X1,NSW,554,39,36.96,,11,4,26,5,No,Poor,Moderate,1384,WNLXFM1,0.005814027
ELQR0X1,WA,531,39,21.3,,0,0,13,3,No,Poor,Moderate,1385,ELQRFM0,0.005811329
ELUO0X1,QLD,527,39,17.2,,0,0,16,4,No,Poor,Moderate,1386,ELUOFU0,0.005807872
NWTB0X1,SA,554,1000,336.13,,0,0,19,7,No,Good,Moderate,1387,NWTBCM1,0.005804274
MDGD0T1,VIC,564,10000,52.26,,0,0,23,8,No,Good,Moderate,1388,MDGDCM1,0.005800805
UPWG0X1,QLD,525,81,36.36,,0,0,33,9,No,Moderate,Moderate,1389,UPWGFM0,0.005799852
MYYN0X1,WA,532,77,48.94,,0,0,17,5,No,Poor,Moderate,1390,MYYNFM1,0.005799517
HOTT0T1,SA,565,10000,267.33,,0,0,19,4,No,Good,Moderate,1391,HOTTCM1,0.005797063
NWPG0T1,NSW,564,9990,200.4,,0,0,17,5,No,Good,Moderate,1392,NWPGCM1,0.005793116
SLHG0T1,NSW,564,10000,131.99,,0,0,20,4,No,Good,Moderate,1393,SLHGCM1,0.0057925
BJVQ,NSW,577,,12.39,,0,0,15,4,No,Poor,Moderate,1394,BJVQFU0,0.00578816
RK1A0T2,QLD,566,9997,639.34,,0,0,33,7,No,Good,Moderate,1395,NOZPCM1,0.005773873
THRM0T2,QLD,566,10000,325.92,,0,0,32,7,Yes,Moderate,Moderate,1396,THRMVM1,0.005767749
BZAD0X1,VIC,551,123,123.02,,263,24,262,24,No,Good,Moderate,1397,BZADEM1,0.005767102
